id,tc_e_a,tc_pv_a,tc_land_a,tc_pi_a,tc_p_a,tc_e_p,tc_pv_p,tc_p_p,tc_pi_p,name1,tc_e_f,tc_p_f,tc_pi_f,tc_pv_f
159,129491.7159,6491.271483,942989.0537,183294.9909,189786.2624,13.73204868,0.688371881,20.12603027,19.43765839,Block Group 159,0.137320487,0.201260303,0.194376584,0.006883719
160,100932.2743,947.316568,527289.3197,94161.11387,95108.43044,19.14172553,0.179657833,18.03723817,17.85758034,Block Group 160,0.191417255,0.180372382,0.178575803,0.001796578
161,133022.6231,678.192543,352100.3444,50982.8553,51661.04784,37.77974807,0.192613428,14.67225144,14.47963801,Block Group 161,0.377797481,0.146722514,0.14479638,0.001926134
162,143249.336,678.192543,505296.5044,80974.03664,81652.22919,28.34956007,0.134216749,16.15927054,16.02505379,Block Group 162,0.283495601,0.161592705,0.160250538,0.001342167
163,88477.21446,9968.353886,367052.8752,63610.15455,73578.50844,24.10475995,2.715781447,20.04575183,17.32997038,Block Group 163,0.2410476,0.200457518,0.173299704,0.027157814
164,81727.58391,43242.84834,1025351.77,219432.965,262675.8134,7.970687356,4.217367111,25.61811673,21.40074961,Block Group 164,0.079706874,0.256181167,0.214007496,0.042173671
165,74288.99586,2346.761498,675404.4181,158406.4011,160753.1626,10.99918713,0.347460193,23.80102325,23.45356306,Block Group 165,0.109991871,0.238010233,0.234535631,0.003474602
166,89693.65505,2583.59064,820537.6223,176997.4888,179581.0794,10.93108379,0.314865592,21.88578251,21.57091691,Block Group 166,0.109310838,0.218857825,0.215709169,0.003148656
167,78971.7539,2314.466615,721015.5579,160494.8035,162809.2702,10.95285019,0.321000926,22.58054884,22.25954791,Block Group 167,0.109528502,0.225805488,0.222595479,0.003210009
168,101954.9456,2368.29142,747314.3576,169149.8322,171518.1236,13.64284582,0.316906988,22.95126835,22.63436136,Block Group 168,0.136428458,0.229512684,0.226343614,0.00316907
169,68443.62204,818.137036,500635.2763,130374.4427,131192.5797,13.67135423,0.163419774,26.20522083,26.04180106,Block Group 169,0.136713542,0.262052208,0.260418011,0.001634198
170,50218.54307,990.376412,549346.7248,140708.8052,141699.1816,9.141502224,0.180282573,25.79412514,25.61384257,Block Group 170,0.091415022,0.257941251,0.256138426,0.001802826
171,48205.49536,2798.88986,674446.3366,145994.4011,148793.2909,7.147417481,0.414990743,22.06154632,21.64655558,Block Group 171,0.071474175,0.220615463,0.216465556,0.004149907
172,57678.66104,882.726802,548431.7031,87777.49199,88660.2188,10.51701802,0.160954736,16.16613669,16.00518196,Block Group 172,0.10517018,0.161661367,0.16005182,0.001609547
173,90737.85627,4241.394634,615465.1153,99026.87624,103268.2709,14.74297308,0.689136481,16.77889913,16.08976265,Block Group 173,0.147429731,0.167788991,0.160897627,0.006891365
174,44642.29327,1517.859501,531240.0604,133969.9396,135487.7991,8.40341243,0.285720075,25.5040629,25.21834282,Block Group 174,0.084034124,0.255040629,0.252183428,0.002857201
175,33812.7425,1636.274072,461827.5919,113710.283,115346.5571,7.321507657,0.354304095,24.97610778,24.62180369,Block Group 175,0.073215077,0.249761078,0.246218037,0.003543041
176,113301.2145,33339.08422,668870.0868,109156.7045,142495.7888,16.93919593,4.98438858,21.30395597,16.31956739,Block Group 176,0.169391959,0.21303956,0.163195674,0.049843886
177,441675.5849,22897.07205,964701.98,86238.10257,109135.1746,45.78362997,2.373486581,11.31283825,8.939351671,Block Group 177,0.4578363,0.113128383,0.089393517,0.023734866
178,118123.9171,1453.269735,451137.9856,100286.3767,101739.6464,26.18354491,0.322134199,22.55178009,22.22964589,Block Group 178,0.261835449,0.225517801,0.222296459,0.003221342
179,61801.6411,882.726802,251878.5575,68895.7504,69778.4772,24.53628515,0.350457304,27.7032225,27.35276519,Block Group 179,0.245362852,0.277032225,0.273527652,0.003504573
180,65267.95854,1119.555944,261201.0137,63276.44076,64395.9967,24.987636,0.42861853,24.65380811,24.22518958,Block Group 180,0.24987636,0.246538081,0.242251896,0.004286185
181,167675.0325,1345.620125,327922.242,56559.10509,57904.72522,51.1325586,0.410347318,17.65806579,17.24771847,Block Group 181,0.511325586,0.176580658,0.172477185,0.004103473
182,214168.8991,2131.462278,549379.0197,96540.17025,98671.63253,38.98381471,0.387976643,17.9605753,17.57259866,Block Group 182,0.389838147,0.179605753,0.175725987,0.003879766
183,130299.0879,818.137036,296477.7909,52285.41558,53103.55261,43.94902146,0.275952217,17.91147743,17.63552522,Block Group 183,0.439490215,0.179114774,0.176355252,0.002759522
184,146392.7046,8428.964463,811882.5937,138760.3473,147189.3118,18.03126533,1.038199923,18.12938384,17.09118392,Block Group 184,0.180312653,0.181293838,0.170911839,0.010381999
185,61640.16669,904.256724,262385.1594,65278.7235,66182.98023,23.49224584,0.344629523,25.22359892,24.87896939,Block Group 185,0.234922458,0.252235989,0.248789694,0.003446295
186,85150.84151,1496.329579,411243.0401,100490.9109,101987.2405,20.70572221,0.363855296,24.7997487,24.43589341,Block Group 186,0.207057222,0.247997487,0.244358934,0.003638553
187,148125.8634,1894.633136,465821.3924,109555.0081,111449.6412,31.79885376,0.406729525,23.92540211,23.51867258,Block Group 187,0.317988538,0.239254021,0.235186726,0.004067295
188,125616.3299,1173.380749,308190.0685,58830.51187,60003.89261,40.75936987,0.380732823,19.46976842,19.08903559,Block Group 188,0.407593699,0.194697684,0.190890356,0.003807328
189,63567.09471,882.726802,364544.6393,109156.7045,110039.4313,17.43739665,0.242145051,30.18544767,29.94330262,Block Group 189,0.174373967,0.301854477,0.299433026,0.002421451
190,178924.4168,1690.098877,412965.4339,89359.94126,91050.04014,43.32672958,0.409259163,22.04785986,21.6386007,Block Group 190,0.433267296,0.220478599,0.216386007,0.004092592
191,114140.8815,1119.555944,420942.27,101362.8728,102482.4287,27.11556658,0.265964248,24.34595811,24.07999386,Block Group 191,0.271155666,0.243459581,0.240799939,0.002659642
192,93902.7548,925.786646,226893.083,42155.58728,43081.37392,41.38634531,0.408027708,18.98752194,18.57949424,Block Group 192,0.413863453,0.189875219,0.185794942,0.004080277
193,75817.62032,2551.295757,650203.6444,160623.9831,163175.2788,11.66059603,0.392384106,25.09602649,24.70364238,Block Group 193,0.11660596,0.250960265,0.247036424,0.003923841
194,79983.66023,2379.056381,697407.9984,186352.2399,188731.2963,11.46870418,0.341128348,27.06181987,26.72069152,Block Group 194,0.114687042,0.270618199,0.267206915,0.003411283
195,74848.77383,5737.724213,821850.9475,185243.4489,190981.1731,9.107341673,0.698146571,23.23793307,22.5397865,Block Group 195,0.091073417,0.232379331,0.225397865,0.006981466
196,28537.91161,1464.034696,486360.938,127489.4331,128953.4678,5.867640549,0.30101815,26.51394422,26.21292607,Block Group 196,0.058676405,0.265139442,0.262129261,0.003010182
197,26847.81273,1474.799657,368656.8544,96658.58482,98133.38448,7.282602348,0.400046721,26.6191672,26.21912048,Block Group 197,0.072826023,0.266191672,0.262191205,0.004000467
198,58249.20397,2152.9922,685071.3531,159999.6153,162152.6075,8.502647747,0.314272694,23.66944798,23.35517529,Block Group 198,0.085026477,0.23669448,0.233551753,0.003142727
199,34254.1059,1184.14571,439113.5242,98467.09827,99651.24398,7.800740359,0.269667329,22.69373146,22.42406413,Block Group 199,0.078007404,0.226937315,0.224240641,0.002696673
200,96690.8797,40777.67227,412233.4165,66430.57433,107208.2466,23.4553716,9.891889069,26.00668512,16.11479605,Block Group 200,0.234553716,0.260066851,0.161147961,0.098918891
201,33231.43461,9333.221187,270835.6538,52651.42425,61984.64544,12.26996304,3.446082913,22.88644223,19.44035931,Block Group 201,0.12269963,0.228864422,0.194403593,0.034460829
202,107358.9561,538.24805,398637.2708,64374.46678,64912.71483,26.93148983,0.135022009,16.28365424,16.14863223,Block Group 202,0.269314898,0.162836542,0.161486322,0.00135022
203,133926.8798,1184.14571,379777.0591,64492.88135,65677.02706,35.26460501,0.311800221,17.29357408,16.98177386,Block Group 203,0.35264605,0.172935741,0.169817739,0.003118002
204,383953.864,1036235.146,4877797.598,313357.2497,1349592.396,7.871459532,21.24391439,27.6680688,6.424154415,Block Group 204,0.078714595,0.276680688,0.064241544,0.212439144
205,1201897.131,5986157.983,23740108.44,1933128.637,7919286.619,5.062728057,25.21537759,33.35825799,8.142880398,Block Group 205,0.050627281,0.33358258,0.081428804,0.252153776
